Geo_nios_3ch_0188	पुराचुम्बकत्व और महासागरीय विस्तारण के अध्ययन ने प्लेट विवर्तनिकी सिद्धान्त  का समर्थन किया है। 
Geo_nios_3ch_0189	इस सिद्धान्त के अनुसार पृथ्वी का धरातल सैंकड़ों टूटे हुए खंडों, जो कि बहुत विशाल और भारी है, से बना है। 
Geo_nios_3ch_0190	ये सात बड़ी और सात छोटे आकार की प्लेट है। 
Geo_nios_3ch_0191	संवहनीय धाराओं के सिद्धान्त  अनुसार इनमे संचालन तीन संभावित रूपों में होता है। 
Geo_nios_3ch_0192	प्रथम, दो पास की प्लेट एक दूसरे से दूर खिसक रही हों (अपसरण) और जहाँ एक नए क्षेत्र का निर्माण हो रहा है। 
Geo_nios_3ch_0193	द्वितीय, जब दो प्लेट आपस में मिल रही हों (अभिसरण) और धंसाव हो जिससे एक क्षेत्र नष्ट हो रहा हो ।
Geo_nios_3ch_0194	तृतीय, जब दो प्लेट एक दूसरे के पास से खिसक रही हों (रूपांतरण भ्रंश) ,जहाँ पर दोनों के सीमांत परिरक्षित हो रहे हों ।
Geo_nios_3ch_0195	इन विभिन्न विवर्तनिक क्रियाओं के कारण भूकम्प और ज्वालामुखी प्लेट सीमाओं से सम्बन्धित हैं।
Geo_nios_3ch_0196	भूसंतुलन क्या है?
Geo_nios_3ch_0197	एअरी के अनुसार भूसंतुलन की अवधारणा की व्याख्या कीजिए।
Geo_nios_3ch_0198	प्रैट द्वारा प्रतिपादित पृथ्वी के भूसंतुलन की व्याख्या कीजिए।
Geo_nios_3ch_0199	एअरी और प्रैट के विचारों में अन्तर बताइए।
Geo_nios_3ch_0200	वैश्विक स्तर पर भूमंडलीय संतुलन की चर्चा कीजिए।
Geo_nios_3ch_0201	महाद्वीपीय विस्थापन के प्रमाणों की चर्चा कीजिए।
Geo_nios_3ch_0202	प्लेट क्या हैं? 
Geo_nios_3ch_0203	प्लेट संचलन के रचनातंत्र की व्याख्या कीजिए।
Geo_nios_3ch_0204	प्लेट सीमान्तों पर होने वाली क्रियाओं की चर्चा कीजिए।
Geo_nios_3ch_0205	भूकम्प और ज्वालामुखी के वितरण का प्लेट सीमाओं के संदर्भ में वर्णन कीजिए।
